Name,Type,mag,Const,_RAJ2000,_DEJ2000
2945,Gx,14.0,Hya,144.4002,-22.0333
2936,Gx,13.1,Hya,144.4253,2.7333
2937,Gx,13.6,Hya,144.4253,2.7333
2933,Gx,15.0,Leo,144.5003,17.0167
2934,Gx,15.0,Leo,144.5003,17.0167
2973,Gx,,Ant,144.5002,-30.1334
2939,Gx,14.0,Leo,144.5253,9.5167
2940,Gx,15.0,Leo,144.5253,9.6000
I2495,Gx,15.0,Leo,144.5502,28.0500
2938,Gx,14.0,Dra,144.5750,76.3167
I 548,Gx,15.0,Leo,144.5753,9.4334
2941,Gx,15.0,Leo,144.6003,17.0500
2947,-,,Hya,144.6003,-12.4333
2943,Gx,14.0,Leo,144.6503,17.0334
I2504,,,Car,144.6501,-69.0834
I2496,Gx,15.0,LMi,144.6752,34.7167
I2501,Pl,11.0,Car,144.7002,-60.0834
2948,Gx,14.0,Leo,144.7253,6.9500
2942,Gx,13.0,LMi,144.7752,34.0000
2946,Gx,15.0,Leo,144.7753,17.0167
2944,Gx,15.0,Leo,144.8252,32.3167
2952,-,,Hya,144.8253,-10.1500
2956,Gx,,Hya,144.8252,-19.1000
2951,Gx,15.0,Hya,144.9253,-0.2333
2949,Gx,15.0,Leo,145.0003,16.7834
2972,OC,9.9,Vel,145.0752,-50.3334
2953,-,,Leo,145.1003,14.8334
2954,Gx,13.0,Leo,145.1253,14.9167
I 550,Gx,14.0,Hya,145.1253,-6.9333
2958,Gx,14.0,Leo,145.1503,11.8834
2960,Gx,13.0,Hya,145.1503,3.5667
I 549,,,Hya,145.1753,3.9833
I 553,Gx,,Hya,145.1753,-5.4333
2962,Gx,11.7,Hya,145.2253,5.1667
I 551,Gx,14.0,Leo,145.2253,6.9333
I2497,,,LMi,145.2752,34.7000
2975,Gx,,Hya,145.3003,-16.6500
2955,Gx,12.7,LMi,145.3252,35.8834
I 552,Gx,14.0,Leo,145.3253,10.6334
I2498,Gx,15.0,Leo,145.3252,28.1000
I2499,,,Leo,145.3502,27.9000
2969,Gx,13.0,Sex,145.4503,-8.6167
I 554,,,Leo,145.4503,12.4334
I 555,Gx,14.0,Leo,145.4753,12.2834
2967,Gx,11.6,Sex,145.5253,0.3333
2966,Gx,14.0,Sex,145.5503,4.6667
I2500,?,,LMi,145.5752,36.3334
2982,-,,Vel,145.6002,-44.2000
2950,Gx,11.0,UMa,145.6502,58.8501
2974,Gx,10.8,Sex,145.6503,-3.7000
2964,Gx,11.3,Leo,145.7252,31.8500
2979,Gx,14.0,Sex,145.7753,-10.3833
2965,Gx,14.0,LMi,145.8002,36.2334
2968,Gx,11.8,Leo,145.8002,31.9334
2980,Gx,13.0,Sex,145.8003,-9.6167
I2502,,,LMi,145.8002,33.1334
I2503,,,LMi,145.8002,33.1834
2978,Gx,14.0,Sex,145.8253,-9.7500
2908,Gx,14.0,Dra,145.8749,79.6834
2970,Gx,14.0,Leo,145.8752,31.9834
2984,Gx,14.0,Leo,145.9003,11.0667
2971,Gx,15.0,LMi,145.9252,36.1667
2983,Gx,11.7,Hya,145.9253,-20.4833
I 556,Gx,14.0,Leo,145.9253,11.0667
2977,Gx,13.0,Dra,145.9501,74.8667
2909,Gx,14.0,UMa,146.0002,65.9834
2995,-,,Vel,146.0252,-54.7834
I 557,Gx,15.0,Leo,146.0253,10.9834
2986,Gx,10.9,Hya,146.0752,-21.2833
I2507,Gx,,Ant,146.1502,-31.7834
I 559,Gx,15.0,Leo,146.1753,9.6167
2981,Gx,15.0,Leo,146.2502,31.1000
I 558,Gx,15.0,Leo,146.2502,29.4500
2959,Gx,14.0,UMa,146.2751,68.6001
I2505,,,Leo,146.2752,27.2667
2999,-,,Vel,146.3002,-50.4334
I2506,,,Leo,146.3002,27.2500
2961,Gx,,UMa,146.3501,68.6001
2989,Gx,13.0,Hya,146.3503,-18.3833
2987,Gx,14.0,Sex,146.4003,4.9333
2997,Gx,11.0,Ant,146.4002,-31.1834
2992,Gx,11.9,Hya,146.4253,-14.3333
2993,Gx,12.6,Hya,146.4503,-14.3667
I 560,Gx,15.0,Sex,146.4753,-0.2667
I 561,Gx,15.0,Sex,146.5003,3.1333
I 562,Gx,,Sex,146.5253,-3.9667
2990,Gx,12.8,Sex,146.5753,5.7167
3001,Gx,13.0,Ant,146.5752,-30.4334
I 563,Gx,,Sex,146.5753,3.0500
I 564,Gx,,Sex,146.6003,3.0667
2996,Gx,14.0,Hya,146.6253,-21.6000
2988,Gx,14.0,Leo,146.7003,22.0167
2991,Gx,14.0,Leo,146.7003,22.0167
I2509,*,,Sex,146.7253,5.7167
I2508,Gx,16.0,LMi,146.7752,33.5000
2994,Gx,14.0,Leo,146.8003,22.1000
2976,Gx,10.2,UMa,146.8251,67.9167
3007,Gx,15.0,Sex,146.9003,-6.4333
I2510,Gx,,Ant,146.9252,-32.8334
2963,Gx,14.0,Dra,146.9501,72.9667
I 565,Gx,15.0,Leo,146.9503,15.8500
2957,Gx,15.0,Dra,146.9751,72.9667
3003,Gx,11.7,LMi,147.1502,33.4167
2998,Gx,13.0,UMa,147.1752,44.0834
3029,Gx,,Sex,147.1753,-8.0500
3033,OC,8.8,Vel,147.2002,-56.4167
3002,Gx,16.0,UMa,147.2502,44.0501
3000,D*,,UMa,147.2752,44.1334
3017,Gx,14.0,Sex,147.2753,-2.8333
3004,D*,,UMa,147.3002,44.1167
3005,Gx,16.0,UMa,147.3002,44.1334
3014,Gx,14.0,Sex,147.3003,-4.7333
3006,Gx,15.0,UMa,147.3252,44.0167
3036,OC,,Car,147.3252,-62.6834
3015,Gx,14.0,Sex,147.3503,1.1333
I2511,Gx,,Ant,147.3502,-32.8500
I2512,Gx,,Ant,147.3502,-32.8500
3025,Gx,15.0,Hya,147.3753,-21.7500
3008,Gx,15.0,UMa,147.4002,44.0834
3011,Gx,14.0,Leo,147.4252,32.2167
3016,Gx,13.0,Leo,147.4253,12.7000
3018,Gx,14.0,Sex,147.4253,0.6167
3012,Gx,15.0,LMi,147.4502,34.7000
3022,Gx,14.0,Sex,147.4503,-5.1500
3023,Gx,13.0,Sex,147.4753,0.6167
3028,Gx,,Hya,147.4753,-19.1667
3019,Gx,15.0,Leo,147.5003,12.7334
I 566,Gx,15.0,Sex,147.5003,-0.2333
I2513,Gx,,Ant,147.5002,-32.8834
I2514,Gx,,Ant,147.5002,-32.8834
3013,Gx,15.0,LMi,147.5252,33.5667
3020,Gx,13.0,Leo,147.5253,12.8167
3009,Gx,14.0,UMa,147.5502,44.3001
3030,Gx,15.0,Hya,147.5503,-12.2333
3059,Gx,12.0,Car,147.5501,-73.9167
2985,Gx,10.5,UMa,147.6001,72.2834
3024,Gx,14.0,Leo,147.6253,12.7667
I 567,,,Leo,147.6253,12.8167
3010,Gx,14.0,UMa,147.6502,44.3334
3026,Gx,13.0,Leo,147.7252,28.5500
3021,Gx,13.0,LMi,147.7502,33.5500
I 568,Gx,15.0,Leo,147.7753,15.7334
3038,Gx,13.0,Ant,147.8252,-32.7500
3037,Gx,14.0,Hya,147.8502,-27.0334
I 569,Gx,15.0,Leo,147.8753,10.9167
3035,Gx,13.0,Sex,147.9503,-6.8167
I 570,Gx,16.0,Leo,147.9503,15.7667
3032,Gx,11.9,Leo,148.0252,29.2334
3039,Gx,14.0,Sex,148.1253,2.1500
I 571,Gx,15.0,Leo,148.1253,15.7667
I 572,Gx,15.0,Leo,148.1253,15.8334
I2517,,,Ant,148.1752,-33.7334
3040,Gx,14.0,Leo,148.2503,19.4334
3041,Gx,11.5,Leo,148.2753,16.6834
3045,Gx,14.0,Hya,148.3003,-18.6500
3046,*,,Ant,148.3252,-27.3167
3042,Gx,14.0,Sex,148.3503,0.7000
3058,Gx,15.0,Hya,148.3753,-12.5000
I 573,Gx,15.0,Hya,148.4003,-12.5167
3044,Gx,12.0,Sex,148.4253,1.5833
3051,Gx,14.0,Ant,148.4502,-27.2834
3050,-,,Sex,148.5753,-10.3667
I 574,Gx,15.0,Sex,148.6003,-6.9667
3052,Gx,13.0,Hya,148.6253,-18.6333
3054,Gx,12.0,Hya,148.6253,-25.7000
3056,Gx,13.0,Ant,148.6252,-28.3000
3047,Gx,14.0,Sex,148.6503,-1.3000
I 575,Gx,,Sex,148.6503,-6.8500
I2515,Gx,15.0,LMi,148.6502,37.4000
3049,Gx,13.0,Leo,148.7003,9.2667
I2516,Gx,15.0,LMi,148.7002,37.6834
3048,Gx,15.0,Leo,148.7503,16.4667
I 576,Gx,15.0,Leo,148.7753,11.0334
I2522,Gx,13.0,Ant,148.8002,-33.1334
I2523,Gx,,Ant,148.8002,-33.2167
3055,Gx,12.1,Sex,148.8253,4.2667
3031,Gx,6.9,UMa,148.9001,69.0667
3053,Gx,13.0,Leo,148.9003,16.4334
3064,Gx,14.0,Sex,148.9003,-6.3667
3027,Gx,12.0,UMa,148.9251,72.2001
3034,Gx,8.4,UMa,148.9501,69.6834
I2518,Gx,16.0,LMi,149.0002,37.1500
I2519,Gx,16.0,LMi,149.0002,34.0334
I 577,Gx,14.0,Leo,149.0253,10.5000
3043,Gx,14.0,UMa,149.0502,59.3001
3061,Gx,14.0,Dra,149.0501,75.8667
I 578,Gx,15.0,Leo,149.0753,10.4834
3060,Gx,14.0,Leo,149.1003,16.8500
I2520,Gx,14.0,Leo,149.1003,27.2334
3062,Gx,15.0,Sex,149.1503,1.4333
I 579,,,Hya,149.1503,-14.1500
I2526,Gx,,Ant,149.2752,-32.2500
I2521,Gx,15.0,LMi,149.3252,34.0167
I2524,Gx,15.0,LMi,149.3752,33.6167
3072,Gx,13.0,Hya,149.4003,-19.3500
3076,Gx,14.0,Hya,149.4253,-18.1833
3069,Gx,15.0,Leo,149.4753,10.4500
3070,Gx,13.0,Leo,149.5003,10.3667
I 580,Gx,15.0,Leo,149.5003,10.4500
I 581,Gx,15.0,Leo,149.5503,15.9334
3067,Gx,11.7,Leo,149.6002,32.3667
3078,Gx,11.1,Hya,149.6003,-26.9334
I2525,Gx,16.0,LMi,149.6002,37.1000
3068,Gx,15.0,Leo,149.6253,28.8834
3071,Gx,15.0,Leo,149.7252,31.6167
3082,Gx,14.0,Ant,149.7252,-30.3334
3075,Gx,14.0,Leo,149.7503,14.4167
3084,Gx,14.0,Ant,149.7503,-27.1334
I 582,Gx,15.0,Leo,149.7503,17.8167
I 583,Gx,15.0,Leo,149.7753,17.8334
I 584,Gx,15.0,Leo,149.7753,10.3667
I2528,Gx,,Ant,149.7753,-27.1334
3087,Gx,13.0,Ant,149.8002,-34.2167
3081,Gx,12.0,Hya,149.8753,-22.8334
I2529,Gx,,Hya,149.8753,-22.8334
3085,Gx,14.0,Hya,149.9003,-19.4833
3089,Gx,13.0,Ant,149.9003,-28.3334
3074,Gx,15.0,LMi,149.9252,35.4000
I 585,Gx,15.0,Leo,149.9253,13.0334
3080,Gx,14.0,Leo,149.9753,13.0500
3083,Gx,14.0,Sex,149.9753,-2.8667
I 586,Gx,15.0,Sex,149.9753,-6.9167
I2531,Gx,,Ant,149.9753,-29.6167
3095,Gx,13.0,Ant,150.0252,-31.5500
I2527,Gx,15.0,LMi,150.0252,38.1667
I2532,Gx,,Ant,150.0252,-34.2334
3086,Gx,14.0,Sex,150.0503,-2.9667
3091,Gx,13.0,Hya,150.0503,-19.6333
I2533,Gx,,Ant,150.1252,-31.2500
3090,Gx,14.0,Sex,150.1503,-2.9500
3096,Gx,15.0,Hya,150.1753,-19.6500
3100,Gx,13.0,Ant,150.1752,-31.6667
3103,Gx,,Ant,150.1752,-31.6667
3105,OC,9.7,Vel,150.2002,-54.7667
3073,Gx,13.0,UMa,150.2252,55.6167
3092,Gx,14.0,Sex,150.2253,-3.0000
3093,Gx,15.0,Sex,150.2503,-2.9500
3088,Gx,15.0,Leo,150.2753,22.4000
3094,Gx,13.0,Leo,150.3753,15.7834
I2530,Gx,15.0,LMi,150.3752,37.2000
I2534,Gx,,Ant,150.3752,-34.1167
3063,D*,,UMa,150.4001,72.1334
3101,Gx,15.0,Sex,150.4253,-2.9833
3065,Gx,12.0,UMa,150.4751,72.1667
3079,Gx,10.6,UMa,150.5002,55.6834
3066,Gx,12.9,UMa,150.5501,72.1167
I 588,Gx,15.0,Sex,150.5503,3.0500
3098,Gx,12.0,Leo,150.5753,24.7167
3108,Gx,13.0,Ant,150.6502,-31.6834
3099,Gx,15.0,LMi,150.6752,32.7000
3114,OC,4.2,Car,150.6752,-60.1167
I 587,,,Sex,150.7503,-2.4000
3109,Gx,10.0,Hya,150.7753,-26.1500
3077,Gx,9.9,UMa,150.8252,68.7334
3107,Gx,13.0,Leo,150.8253,13.6334
I2536,Gx,,Ant,150.8752,-33.9500
3149,Gx,,Cha,150.9499,-80.4167
3104,Gx,13.0,LMi,150.9752,40.7501
3106,Gx,14.0,LMi,150.9753,31.1834
I2537,Gx,12.2,Ant,150.9753,-27.5667
I2538,Gx,,Ant,150.9752,-34.8000
3112,Gx,,Hya,151.0003,-20.7667
3110,Gx,13.0,Sex,151.0253,-6.4667
3097,-,,UMa,151.0752,60.1334
I2539,Gx,,Ant,151.0753,-31.3667
3113,Gx,14.0,Ant,151.1003,-28.4500
I 589,,,Sex,151.1003,-5.6833
I2535,Gx,14.0,LMi,151.1252,38.0501
3102,Gx,14.0,UMa,151.1502,60.1167
3115,Gx,9.2,Sex,151.3003,-7.7167
3120,Gx,,Ant,151.3502,-34.2167
3057,Gx,14.0,Dra,151.4000,80.2834
3136,Gx,11.0,Car,151.4502,-67.3834
I2541,Gx,14.0,Hya,151.4503,-17.4500
3128,Gx,14.0,Hya,151.4753,-16.1167
I 590,Gx,14.0,Sex,151.4753,0.6333
3111,Gx,14.0,UMa,151.5502,47.2667
3117,Gx,14.0,Sex,151.5503,2.9000
3127,Gx,14.0,Hya,151.5753,-16.1167
3122,Gx,,Sex,151.6253,-6.5333
3116,Gx,15.0,LMi,151.6503,31.1000
3119,Gx,15.0,Leo,151.6503,14.3167
3125,Gx,13.0,Ant,151.6503,-29.9334
I2545,,,Ant,151.6502,-33.8500
3124,Gx,12.0,Hya,151.6753,-19.2167
3121,Gx,14.0,Leo,151.7003,14.3834
I2540,Gx,15.0,LMi,151.7253,31.4667
3123,-,,Sex,151.7503,0.0667
3132,Pl,8.0,Vel,151.7502,-40.4334
I2546,,,Ant,151.7752,-33.2500
3133,Gx,,Hya,151.8003,-11.9500
3118,Gx,14.0,LMi,151.8253,33.0334
I 591,Gx,14.0,Leo,151.8753,12.2667
I 592,Gx,14.0,Sex,151.9753,-2.5000
I2542,,,LMi,151.9752,34.1667
I2548,Gx,,Ant,151.9752,-35.2334
3126,Gx,13.0,LMi,152.0503,31.8667
3130,Gx,14.0,Leo,152.0503,9.9834
I 593,Gx,14.0,Sex,152.0753,-2.5333
3129,-,,Leo,152.1003,18.4167
I2543,Gx,16.0,LMi,152.1002,37.8334
I2544,Gx,15.0,LMi,152.1003,33.3500
I 594,Gx,15.0,Sex,152.1503,-0.6667
3131,Gx,14.0,Leo,152.1753,18.2500
I2554,Gx,,Car,152.2252,-67.0334
3138,Gx,15.0,Hya,152.2753,-11.9667
3137,Gx,,Ant,152.3003,-29.0667
3141,-,,Hya,152.3253,-16.6333
I2553,Pl,13.0,Car,152.3252,-62.6167
3134,-,,Leo,152.3753,12.3334
3140,Gx,14.0,Hya,152.3753,-16.6167
3195,Pl,,Cha,152.3749,-80.8667
I 595,Gx,15.0,Leo,152.4253,11.0000
3139,Gx,15.0,Hya,152.5253,-11.7833
3142,Gx,14.0,Sex,152.5253,-8.4833
3143,Gx,14.0,Hya,152.5253,-12.5833
I2547,,,LMi,152.5252,36.5167
3145,Gx,12.0,Hya,152.5503,-12.4333
I 597,,,Sex,152.5503,-6.9000
I2549,,,LMi,152.5502,36.4667
I2550,Gx,15.0,LMi,152.6003,27.9500
I 596,Gx,15.0,Leo,152.6503,10.0334
I2551,Gx,15.0,Leo,152.6753,24.4167
I2552,Gx,,Ant,152.7002,-34.8500
3135,Gx,14.0,UMa,152.7252,45.9667
3146,Gx,13.0,Hya,152.8003,-20.8667
I2555,Gx,,Ant,152.9253,-31.6500
3157,Gx,,Ant,152.9503,-31.6334
I2556,Gx,,Ant,153.1503,-34.7334
3156,Gx,13.0,Sex,153.1753,3.1333
3153,Gx,13.0,Leo,153.2253,12.6667
3154,Gx,14.0,Leo,153.2753,17.0500
I 598,,,UMa,153.2752,43.2334
I 599,Gx,14.0,Sex,153.3253,-5.6333
3148,Gx,16.0,UMa,153.3502,50.4667
3150,Gx,15.0,LMi,153.3502,38.6834
3151,Gx,15.0,LMi,153.3752,38.6167
3162,Gx,11.6,Leo,153.3753,22.7334
3165,Gx,15.0,Sex,153.3753,3.3833
3152,Gx,,LMi,153.4002,38.8334
3158,Gx,11.8,LMi,153.4502,38.7667
3166,Gx,10.6,Sex,153.4503,3.4333
3159,Gx,13.4,LMi,153.4752,38.6501
3160,Gx,15.0,LMi,153.4752,38.8667
3161,Gx,,LMi,153.5002,38.6501
3163,Gx,13.1,LMi,153.5252,38.6501
3169,Gx,10.5,Sex,153.5503,3.4667
3197,Gx,14.0,Dra,153.6000,77.8167
3173,Gx,14.0,Ant,153.6253,-27.6834
3167,-,,LMi,153.6503,29.6000
3175,Gx,11.3,Ant,153.6753,-28.8667
I2558,Gx,,Ant,153.6753,-34.3334
I2559,Gx,,Ant,153.7003,-34.0667
3164,Gx,14.0,UMa,153.8002,56.6834
3176,-,,Hya,153.8253,-19.0167
3144,Gx,14.0,Dra,153.8751,74.2167
3171,Gx,,Hya,153.9003,-20.6500
3170,-,,UMa,154.0252,46.6001
3178,Gx,13.0,Hya,154.0253,-15.7833
I2557,Gx,15.0,LMi,154.0252,38.0834
I2560,Gx,,Ant,154.0753,-33.5667
3168,Gx,14.0,UMa,154.1002,60.2334
3177,Gx,12.3,Leo,154.1503,21.1167
3147,Gx,10.7,Dra,154.2251,73.4001
3199,Nb,,Car,154.2752,-57.9167
I 600,Gx,,Sex,154.3003,-3.5000
3155,Gx,14.0,Dra,154.4001,74.3501
3185,Gx,12.2,Leo,154.4003,21.6834
3186,Gx,15.0,Leo,154.4003,6.9500
3201,Gb,6.8,Vel,154.4002,-46.4167
3187,Gx,13.1,Leo,154.4503,21.8667
3211,Pl,12.0,Car,154.4502,-62.6667
3179,Gx,14.0,UMa,154.5002,41.1001
3180,-,,UMa,154.5252,41.4167
3190,Gx,11.0,Leo,154.5253,21.8334
3181,-,,UMa,154.5502,41.4001
3189,Gx,12.0,Leo,154.5503,21.8334
I 601,Gx,15.0,Leo,154.5503,7.0334
3184,Gx,9.8,UMa,154.5752,41.4167
I 602,Gx,,Leo,154.5753,7.0500
3193,Gx,10.9,Leo,154.6003,21.9000
3200,Gx,12.0,Hya,154.6503,-17.9833
3196,Gx,15.0,Leo,154.7003,27.6667
I2562,Gx,15.0,Leo,154.7003,16.1334
I2563,Gx,,Ant,154.7253,-32.6000
3192,Gx,,UMa,154.7502,46.4501
3191,Gx,14.0,UMa,154.7752,46.4667
I2561,Gx,15.0,LMi,154.7753,34.6667
I 603,Gx,14.0,Sex,154.8503,-5.6500
3182,Gx,13.0,UMa,154.8752,58.2001
3203,Gx,13.0,Hya,154.9003,-26.7000
3188,Gx,15.0,UMa,154.9252,57.4167
3208,Gx,14.0,Hya,154.9253,-25.8500
3198,Gx,10.4,UMa,154.9752,45.5501
3204,Gx,15.0,Leo,155.0503,27.8167
3202,Gx,14.0,UMa,155.1252,43.0167
3209,Gx,14.0,Leo,155.1503,25.4834
3174,-,,Dra,155.2001,75.1501
3205,Gx,14.0,UMa,155.2002,42.9501
3207,Gx,14.0,UMa,155.2502,42.9667
3213,Gx,14.0,Leo,155.3253,19.6500
I2565,Gx,,LMi,155.3253,27.9334
3217,-,,Leo,155.3503,10.8834
I2564,,,LMi,155.3503,36.4501
3223,Gx,12.0,Ant,155.4003,-34.2667
3224,Gx,,Ant,155.4003,-34.7000
I2570,Gx,,Ant,155.4003,-33.6167
I2571,Gx,,Ant,155.4003,-34.2667
3216,Gx,15.0,Leo,155.4253,23.9000
3183,Gx,13.0,Dra,155.4501,74.1667
3206,Gx,12.0,UMa,155.4502,56.9334
3228,OC,6.0,Vel,155.4502,-51.7167
3233,Gx,14.0,Hya,155.5003,-22.2667
I2567,Gx,16.0,Leo,155.5003,24.6500
3221,Gx,14.0,Leo,155.5753,21.5667
I 605,Gx,14.0,Sex,155.6003,1.2000
I2566,Gx,15.0,LMi,155.6003,36.6001
I2568,,,LMi,155.6253,36.6334
3222,Gx,12.8,Leo,155.6503,19.8834
3219,Gx,15.0,LMi,155.6753,38.5667
I2569,,,Leo,155.7253,24.6000
3194,-,,Dra,155.7501,74.7834
3214,Gx,15.0,UMa,155.7752,57.0334
3226,Gx,11.4,Leo,155.8503,19.9000
3229,D*,,Sex,155.8503,0.0667
3227,Gx,10.8,Leo,155.8753,19.8667
I 606,Gx,15.0,Leo,155.8753,10.9667
I2573,Gx,,Ant,155.8753,-35.4500
3220,Gx,14.0,UMa,155.9252,57.0334
3230,Gx,14.0,Leo,155.9253,12.5500
I 604,,,UMa,155.9502,57.0334
I 607,Gx,15.0,Leo,156.0503,16.7500
3232,Gx,15.0,LMi,156.0753,28.0167
3241,Gx,12.7,Ant,156.0753,-32.4834
I 608,Gx,15.0,Sex,156.0753,-6.0333
3240,Gx,14.0,Hya,156.1253,-21.7834
3242,Pl,9.0,Hya,156.2003,-18.6333
3234,,,Leo,156.2253,27.0167
3235,Gx,14.0,LMi,156.2253,28.0167
I2572,Gx,16.0,LMi,156.2503,28.1000
3225,Gx,13.0,UMa,156.2752,58.1501
3239,Gx,12.0,Leo,156.2753,17.1667
I2575,,,Ant,156.3503,-32.6500
3244,Gx,,Ant,156.3753,-39.8334
I 609,Gx,14.0,Sex,156.3753,-2.2167
3237,Gx,14.0,UMa,156.4503,39.6501
3247,C+N,7.6,Car,156.4752,-57.9334
I2576,,,Ant,156.5003,-32.9167
3249,Gx,,Ant,156.5753,-34.9667
3243,Gx,14.0,Sex,156.6003,-2.6333
3218,-,,Dra,156.6251,74.6501
3250,Gx,11.0,Ant,156.6253,-39.9500
3255,OC,11.0,Car,156.6252,-60.6667
I 610,Gx,,Leo,156.6253,20.2334
I 611,Gx,,Leo,156.6253,20.2334
3231,-,,UMa,156.6752,66.8001
3238,Gx,14.0,UMa,156.6752,57.2334
3246,Gx,13.0,Sex,156.6753,3.8667
3236,Gx,15.0,UMa,156.7002,61.2667
I 614,Gx,15.0,Sex,156.7253,-3.4500
I 612,Gx,15.0,Leo,156.7753,11.0500
I 613,Gx,15.0,Leo,156.7753,11.0167
3210,Gx,,Dra,156.8000,79.8501
3245,Gx,10.8,LMi,156.8253,28.5000
I 615,Gx,15.0,Leo,156.8253,11.0834
I2578,Gx,,Ant,156.8503,-33.8834
I2581,OC,4.3,Car,156.8502,-57.6334
3248,Gx,14.0,Leo,156.9503,22.8334
3256,Gx,11.3,Vel,156.9502,-43.9000
I2577,Gx,15.0,LMi,157.0003,32.7667
3212,Gx,14.0,Dra,157.0250,79.7834
I2580,Gx,,Ant,157.0753,-31.5167
I2574,Gx,10.6,UMa,157.1002,68.4167
3253,Gx,14.0,Leo,157.1253,12.7000
3257,Gx,,Ant,157.2003,-35.6667
3258,Gx,11.7,Ant,157.2253,-35.6000
3215,Gx,14.0,Dra,157.2500,79.7667
3261,Gx,12.0,Vel,157.2502,-44.6500
3260,Gx,,Ant,157.2753,-35.6000
3262,Gx,,Vel,157.3002,-44.1667
I2582,Gx,,Ant,157.3003,-30.3500
3251,Gx,14.0,Leo,157.3253,26.0834
3254,Gx,11.5,LMi,157.3253,29.5000
3263,Gx,,Vel,157.3252,-44.1334
I2579,,,Leo,157.3253,26.1167
3267,Gx,13.0,Ant,157.4503,-35.3167
I2584,Gx,,Ant,157.4753,-34.9167
3268,Gx,11.8,Ant,157.5003,-35.3334
3269,Gx,13.0,Ant,157.5003,-35.2167
I2585,Gx,,Ant,157.6003,-35.3667
3271,Gx,11.7,Ant,157.6253,-35.3667
3273,Gx,13.0,Ant,157.6253,-35.6167
3275,Gx,12.0,Ant,157.7253,-36.7334
I2586,Gx,,Hya,157.7503,-28.7167
I2587,Gx,,Ant,157.7503,-34.5667
3265,Gx,14.0,LMi,157.7753,28.8000
3276,Gx,,Ant,157.7753,-39.9500
I2583,Gx,15.0,Leo,157.8003,26.0500
3270,Gx,14.0,Leo,157.8753,24.8500
3278,Gx,,Ant,157.9003,-39.9500
I2588,Gx,,Ant,157.9503,-30.3834
3281,Gx,11.7,Ant,157.9753,-34.8500
I2589,,,Hya,158.0253,-24.0500
3272,Gx,,LMi,158.0503,28.4500
3274,Gx,12.8,Leo,158.0753,27.6667
3282,Gx,14.0,Hya,158.0753,-22.3000
3264,Gx,13.0,UMa,158.1002,56.0834
3259,Gx,13.0,UMa,158.1502,65.0501
3280,Gx,16.0,Hya,158.1503,-12.6500
3295,Gx,,Hya,158.1753,-12.6333
3296,Gx,,Hya,158.1753,-12.7167
I 616,Gx,15.0,Leo,158.2003,15.8667
I 617,Gx,16.0,Hya,158.2003,-12.6333
I 618,,,Hya,158.2003,-12.7333
3277,Gx,11.7,LMi,158.2253,28.5167
3283,,,Vel,158.2252,-46.0834
3266,Gx,14.0,UMa,158.3252,64.7501
I 621,Gx,15.0,Sex,158.3253,2.6667
I 619,,,Leo,158.3753,12.5500
I 620,Gx,15.0,Leo,158.3753,11.8834
3285,Gx,13.0,Hya,158.4003,-27.4500
3289,Gx,,Ant,158.5503,-35.3334
I2596,Gx,,Car,158.5501,-73.2334
3252,Gx,14.0,Dra,158.6001,73.7667
3279,Gx,14.0,Leo,158.6503,11.2000
I 622,Gx,14.0,Leo,158.6503,11.1834
3287,Gx,13.0,Leo,158.7003,21.6500
3290,Gx,14.0,Hya,158.7753,-17.2667
I2592,Gx,,Vel,158.7753,-43.7000
3366,Gx,,Vel,158.8003,-43.6834
3297,-,,Hya,158.8503,-12.7000
I 623,Gx,15.0,Sex,158.8503,3.5500
3292,Gx,14.0,Sex,158.9003,-6.1833
3293,C+N,4.7,Car,158.9502,-58.2334
3302,Gx,14.0,Ant,158.9503,-32.3667
3284,*,,UMa,159.0002,58.5334
3291,Gx,14.0,LMi,159.0253,37.2501
I2594,Gx,,Hya,159.0253,-24.3167
3286,Gx,14.0,UMa,159.0752,58.6167
3294,Gx,11.7,LMi,159.0753,37.3334
3305,Gx,14.0,Hya,159.0753,-27.1667
3307,Gx,16.0,Hya,159.0753,-27.5334
I 624,Gx,,Sex,159.0753,-8.3500
I2590,Gx,15.0,Leo,159.0753,26.9667
I2593,,,Hya,159.0753,-12.7167
3288,Gx,15.0,UMa,159.1002,58.5501
3299,Gx,13.0,Leo,159.1003,12.7000
3308,Gx,12.2,Hya,159.1003,-27.4334
I 625,,,Hya,159.1253,-23.9167
3300,Gx,13.0,Leo,159.1503,14.1667
3309,Gx,11.9,Hya,159.1503,-27.5167
I2591,Gx,14.0,LMi,159.1503,35.0334
3311,Gx,11.6,Hya,159.1753,-27.5334
3301,Gx,11.4,Leo,159.2253,21.8834
3760,,,Leo,159.2253,21.8834
3312,Gx,12.0,Hya,159.2503,-27.5667
I 626,Gx,14.0,Sex,159.2503,-7.0167
I 629,Gx,,Hya,159.2503,-27.5667
3303,Gx,15.0,Leo,159.2753,18.1334
3298,Gx,15.0,UMa,159.3002,50.1001
3306,Gx,14.0,Leo,159.3003,12.6500
3314,Gx,14.0,Hya,159.3003,-27.6834
3315,,,Hya,159.3253,-27.7667
3318,Gx,12.0,Vel,159.3253,-41.6334
3324,C+N,6.7,Car,159.3252,-58.6334
I 627,Gx,14.0,Sex,159.3253,-3.3667
3317,Gx,14.0,Hya,159.3503,-27.4834
I2599,,,Car,159.3502,-58.6167
